,poleid,s_num,stype,CH,simu_rate,S_position,X_location,mac_x_v,mac_y_v,mac_z_v,corrcoef_x,corrcoef_y,corrcoef_z,total,X_point_X,X_point_Y,prediction,breakstate
7,0231R402,3,OUT,4,0.2,30,50,0.694,0.499,0.323,0.835,-0.707,0.57,3.63,219.0,0.75,NG,B
8,0231R402,4,OUT,7,0.2,36,55,0.491,0.705,0.305,0.701,-0.839,0.552,3.59,347.0,0.82,NG,B
1,0231R402,1,OUT,4,0.2,26,50,0.352,0.517,0.617,0.594,0.719,0.786,3.58,39.0,0.75,NG,B
32,0231R402,12,OUT,4,0.2,20,40,0.411,0.516,0.546,0.641,0.718,0.739,3.57,219.0,0.6,NG,B
5,0231R402,3,OUT,2,0.2,30,50,0.316,0.479,0.659,0.562,-0.692,0.812,3.52,193.0,0.75,NG,B
6,0231R402,3,OUT,3,0.2,26,50,0.68,0.327,0.447,0.825,-0.572,0.669,3.52,206.0,0.75,NG,B
30,0231R402,12,OUT,2,0.2,20,40,0.474,0.414,0.472,0.689,0.643,0.687,3.38,193.0,0.6,NG,B
3,0231R402,1,OUT,7,0.2,26,50,0.527,0.334,0.467,0.726,0.58,0.684,3.32,77.0,0.75,NG,B
4,0231R402,3,OUT,1,0.2,20,50,0.549,0.307,0.46,0.741,-0.555,0.678,3.29,180.0,0.75,NG,B
31,0231R402,12,OUT,3,0.2,24,40,0.304,0.499,0.5,0.551,-0.707,0.707,3.27,206.0,0.6,NG,B
2,0231R402,1,OUT,6,0.2,24,50,0.388,0.348,0.451,0.623,0.591,0.672,3.07,64.0,0.75,NG,B
21,0231R402,11,OUT,1,0.2,20,45,0.4,0.381,0.355,0.632,-0.617,0.595,2.98,0.0,0.68,NG,B
11,0231R402,5,OUT,2,0.2,20,45,0.342,0.35,0.437,0.585,0.592,0.661,2.97,193.0,0.68,NG,B
13,0231R402,5,OUT,4,0.2,20,45,0.355,0.341,0.432,0.596,0.584,0.657,2.96,219.0,0.68,NG,B
9,0231R402,4,OUT,8,0.2,28,55,0.358,0.385,0.316,0.598,0.621,0.562,2.84,360.0,0.82,NG,B
12,0231R402,5,OUT,3,0.2,22,45,0.302,0.365,0.395,0.549,0.604,0.629,2.84,206.0,0.68,NG,B
0,0231S582,,,,,,,,,,,,,,,,OK,B
4,0231Y041,8,OUT,4,0.2,34,45,0.311,0.748,0.823,0.558,-0.865,0.907,4.21,39.0,0.68,NG,B
6,0231Y041,8,OUT,6,0.2,20,45,0.63,0.448,0.451,0.794,0.669,0.671,3.66,64.0,0.68,NG,B
3,0231Y041,8,OUT,3,0.2,22,45,0.707,0.375,0.334,0.841,-0.612,0.578,3.45,26.0,0.68,NG,B
5,0231Y041,8,OUT,5,0.2,20,45,0.497,0.381,0.439,0.705,0.617,0.663,3.3,51.0,0.68,NG,B
0,0231Y041,1,OUT,5,0.2,26,45,0.309,0.377,0.385,0.556,-0.615,0.621,2.86,51.0,0.68,NG,B
2,0231Y041,1,OUT,7,0.2,58,50,0.305,0.425,0.305,-0.553,-0.652,0.552,2.79,77.0,0.75,NG,B
1,0231Y041,1,OUT,6,0.2,26,45,0.319,0.334,0.352,0.565,-0.578,0.594,2.74,64.0,0.68,NG,B
0,0232B372,,,,,,,,,,,,,,,,OK,B
0,0232B501,,,,,,,,,,,,,,,,OK,B
0,0232B702,,,,,,,,,,,,,,,,OK,B
0,0232D862,,,,,,,,,,,,,,,,OK,B
0,0232H523,,,,,,,,,,,,,,,,X,B
0,0232Q511,,,,,,,,,,,,,,,,OK,B
0,0232Q743,,,,,,,,,,,,,,,,OK,B
0,0232R811,,,,,,,,,,,,,,,,OK,B
0,0232R821,,,,,,,,,,,,,,,,X,B
0,0232S312,,,,,,,,,,,,,,,,X,B
0,0232S321,,,,,,,,,,,,,,,,OK,B
0,0232S343,,,,,,,,,,,,,,,,X,B
0,0232S444,,,,,,,,,,,,,,,,OK,B
0,0232S491,,,,,,,,,,,,,,,,OK,B
0,0232S772,,,,,,,,,,,,,,,,OK,B
0,0232S842,,,,,,,,,,,,,,,,OK,B
0,0232S871,,,,,,,,,,,,,,,,OK,B
0,0232W244,,,,,,,,,,,,,,,,OK,B
0,0232Y792,,,,,,,,,,,,,,,,OK,B
8,0233S873,5,OUT,6,0.2,34,40,0.345,0.44,0.561,0.587,-0.663,0.749,3.35,64.0,0.6,NG,B
9,0233S873,5,OUT,7,0.2,32,40,0.618,0.392,0.328,0.786,-0.626,0.573,3.32,77.0,0.6,NG,B
6,0233S873,5,OUT,4,0.2,32,40,0.494,0.404,0.358,0.703,0.635,0.599,3.19,39.0,0.6,NG,B
10,0233S873,5,OUT,8,0.5,20,40,0.498,0.301,0.386,0.706,-0.549,0.622,3.06,90.0,0.6,NG,B
1,0233S873,2,OUT,4,0.2,28,60,0.305,0.44,0.421,-0.552,-0.664,0.649,3.03,129.0,0.9,NG,B
3,0233S873,3,OUT,8,0.2,30,45,0.33,0.402,0.431,-0.575,0.634,-0.656,3.03,270.0,0.68,NG,B
7,0233S873,5,OUT,5,0.2,30,40,0.353,0.316,0.372,0.594,-0.562,0.61,2.81,51.0,0.6,NG,B
5,0233S873,4,OUT,2,0.2,34,50,0.315,0.403,0.32,-0.561,-0.635,-0.566,2.8,283.0,0.75,NG,B
0,0233S873,1,OUT,6,0.7,24,45,0.385,0.343,0.303,-0.62,-0.586,-0.551,2.79,64.0,0.68,NG,B
4,0233S873,4,OUT,1,0.2,26,50,0.336,0.363,0.313,-0.58,0.602,0.559,2.75,270.0,0.75,NG,B
2,0233S873,3,OUT,7,0.2,32,45,0.307,0.313,0.327,-0.555,-0.559,0.572,2.63,257.0,0.68,NG,B
0,0329G722,,,,,,,,,,,,,,,,OK,B
0,0329P912,,,,,,,,,,,,,,,,OK,B
0,0329R251,,,,,,,,,,,,,,,,OK,B
0,0329R274,,,,,,,,,,,,,,,,OK,B
0,0329R801,,,,,,,,,,,,,,,,OK,B
0,0329R813,,,,,,,,,,,,,,,,OK,B
0,0329R823,,,,,,,,,,,,,,,,X,B
7,0329S612,7,OUT,3,0.25,20,60,0.781,0.339,0.482,0.884,0.582,0.694,3.76,296.0,0.9,NG,B
8,0329S612,11,OUT,2,0.2,20,45,0.75,0.373,0.379,0.867,-0.611,0.615,3.59,103.0,0.68,NG,B
9,0329S612,11,OUT,3,0.2,20,45,0.604,0.452,0.426,0.777,-0.672,0.653,3.59,116.0,0.68,NG,B
4,0329S612,6,OUT,7,0.3,20,60,0.764,0.346,0.342,0.874,0.588,0.585,3.5,257.0,0.9,NG,B
5,0329S612,6,OUT,8,0.25,20,60,0.484,0.361,0.497,0.696,0.6,0.705,3.34,270.0,0.9,NG,B
6,0329S612,7,OUT,2,0.2,20,60,0.428,0.361,0.49,0.654,0.601,0.7,3.23,283.0,0.9,NG,B
10,0329S612,11,OUT,4,0.2,20,45,0.352,0.41,0.439,0.593,0.641,0.662,3.1,129.0,0.68,NG,B
12,0329S612,11,OUT,7,0.2,20,45,0.382,0.443,0.319,0.618,-0.666,0.565,2.99,167.0,0.68,NG,B
1,0329S612,5,OUT,2,0.25,32,40,0.423,0.328,0.373,0.65,0.572,0.611,2.96,103.0,0.6,NG,B
2,0329S612,5,OUT,3,0.25,34,40,0.397,0.309,0.417,0.63,-0.556,0.646,2.95,116.0,0.6,NG,B
0,0329S612,5,OUT,1,0.2,30,40,0.372,0.374,0.336,0.61,0.612,0.58,2.88,90.0,0.6,NG,B
3,0329S612,5,OUT,4,0.2,26,40,0.349,0.328,0.322,0.591,0.573,0.567,2.73,129.0,0.6,NG,B
11,0329S612,11,OUT,6,0.2,20,55,0.338,0.304,0.331,0.581,0.551,0.575,2.68,154.0,0.82,NG,B
13,0329S612,2,IN,6,0.2,20,35,0.304,0.334,0.304,0.552,-0.578,0.552,2.62,225.0,-0.7,NG,B
0,0329X092,,,,,,,,,,,,,,,,X,B
0,0329X093,,,,,,,,,,,,,,,,OK,B
0,0329X331,,,,,,,,,,,,,,,,OK,B
0,0329X431,,,,,,,,,,,,,,,,X,B
0,0329X521,,,,,,,,,,,,,,,,OK,B
0,0329Y871,,,,,,,,,,,,,,,,OK,B
0,0331D551,,,,,,,,,,,,,,,,OK,B
0,0331D552,,,,,,,,,,,,,,,,OK,B
0,0331D782,,,,,,,,,,,,,,,,OK,B
0,0331D922,,,,,,,,,,,,,,,,OK,B
0,0331E321,,,,,,,,,,,,,,,,OK,B
0,0331F755,,,,,,,,,,,,,,,,OK,B
0,0331F756,,,,,,,,,,,,,,,,OK,B
0,0331F851,,,,,,,,,,,,,,,,OK,B
0,0331G451,,,,,,,,,,,,,,,,OK,B
0,0331G891,,,,,,,,,,,,,,,,OK,B
0,0331H375,,,,,,,,,,,,,,,,OK,B
0,0331P922,,,,,,,,,,,,,,,,OK,B
0,0331Q032,,,,,,,,,,,,,,,,OK,B
0,0331Q541,,,,,,,,,,,,,,,,X,B
0,0331Q752,,,,,,,,,,,,,,,,OK,B
0,0331S831,,,,,,,,,,,,,,,,X,B
0,0331W011,,,,,,,,,,,,,,,,OK,B
0,0332P103,,,,,,,,,,,,,,,,OK,B
0,0332Z531,,,,,,,,,,,,,,,,OK,B
0,0332Z711,,,,,,,,,,,,,,,,OK,B
0,0429P173,,,,,,,,,,,,,,,,OK,B
0,0430C092,,,,,,,,,,,,,,,,OK,B
0,0430C381,,,,,,,,,,,,,,,,OK,B
0,0432P901,,,,,,,,,,,,,,,,OK,B
0,0432R115,,,,,,,,,,,,,,,,X,B
0,0432R723,,,,,,,,,,,,,,,,OK,B
